question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
What is the Theta Mean (SD) value for electrode location F2?,PMC5548847_00004_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,483,4,888.2,7.5e-05,I don't know.,,0,0,0,0,0,0.0,496,4,659.4,7.7e-05,I don't know.,,0,0,0,1,1,1.0,534,4,603.1,8.2e-05,I don't know.,,0,0,0,1,1,1.0,551,4,884.6,8.5e-05,I don't know.,
What is the primer sequence for the RT primer targeting hsa-miR-423-5p?,PMC5725612_00002_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,405,4,949.9,6.3e-05,I don't know.,,0,0,0,0,0,0.0,418,4,647.8,6.5e-05,I don't know.,,0,0,0,1,1,1.0,457,4,556.1,7.1e-05,I don't know.,,0,0,0,1,1,1.0,474,4,570.2,7.3e-05,I don't know.,
What is the serum HCV RNA value at the 0° timepoint in the follow-up measurement?,PMC2711258_00002_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,504,4,513.6,7.8e-05,I don't know.,,0,0,0,0,0,0.0,565,4,643.9,8.7e-05,I don't know.,,0,0,0,0,0,0.0,579,4,1252.3,8.9e-05,I don't know.,,0,0,0,0,0,0.0,644,4,1133.7,9.9e-05,I don't know.,
What is the mean value of Vmax (%) for lung tissue within 5 mm of the body surface in Plan A (5 mm clipped plan)?,PMC5439372_00003_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,576,4,886.3,8.9e-05,I don't know.,,0,0,0,0,0,0.0,589,4,594.7,9.1e-05,I don't know.,,0,0,0,0,0,0.0,648,4,997.0,0.0001,I don't know.,,0,0,0,0,0,0.0,665,4,497.6,0.000102,I don't know.,
What is the curer type percentage for maternal family in Indonesia?,PMC4837485_00006_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,402,4,909.2,6.3e-05,I don't know.,,0,0,0,0,0,0.0,422,4,617.9,6.6e-05,I don't know.,,0,0,0,0,0,0.0,456,4,511.3,7.1e-05,I don't know.,,0,0,0,0,0,0.0,480,4,659.5,7.4e-05,I don't know.,
Which regions of China are indicated as having wolf habitat distribution according to the green shaded areas on the map?,PMC5499078_00001_figure0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,465,4,528.2,7.2e-05,I don't know.,,0,0,0,0,0,0.0,478,4,738.3,7.4e-05,I don't know.,,0,0,0,0,0,0.0,538,4,519.2,8.3e-05,I don't know.,,0,0,0,0,0,0.0,555,4,801.4,8.6e-05,I don't know.,
What is the approximate mean IL-6 level in pg/mL for the EU group at baseline?,PMC4045312_00006_figure1.png,figure,gpt4o-mini,0,0,0,0,0,0.0,526,4,555.6,8.1e-05,I don't know.,,0,0,0,0,0,0.0,544,4,622.9,8.4e-05,I don't know.,,0,0,0,0,0,0.0,586,4,1096.8,9e-05,I don't know.,,0,0,0,0,0,0.0,608,4,852.5,9.4e-05,I don't know.,
What is the sample size (n) for males in the Zhuo et al.¹ study?,PMC5915863_00004_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,464,4,776.3,7.2e-05,I don't know.,,0,0,0,0,0,0.0,482,4,547.2,7.5e-05,I don't know.,,0,0,0,0,0,0.0,524,4,573.3,8.1e-05,I don't know.,,0,0,0,0,0,0.0,546,4,639.2,8.4e-05,I don't know.,
What is the percentage of samples in Pattern 20 that were found to be positive for virus in digestive organs?,PMC6024555_00005_table1.png,figure,gpt4o-mini,0,0,0,0,0,0.0,514,4,766.3,8e-05,I don't know.,,0,0,0,0,0,0.0,545,4,734.8,8.4e-05,I don't know.,,0,0,0,0,0,0.0,566,4,528.9,8.7e-05,I don't know.,,0,0,0,0,0,0.0,601,4,1156.5,9.3e-05,I don't know.,
What is the approximate fold change in TGF-β1 reporter activity when sorafenib concentration is increased from 0 μM to 10 μM?,PMC5052317_00005_figure0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,531,4,972.7,8.2e-05,I don't know.,,0,0,0,0,0,0.0,618,4,549.8,9.5e-05,I don't know.,,0,0,0,0,0,0.0,606,4,537.0,9.3e-05,I don't know.,,0,0,0,0,0,0.0,697,4,612.4,0.000107,I don't know.,
What is the mean Cd-Pb (nm) value for females in Group 1 (n = 66)?,PMC5995980_00002_table1.png,figure,gpt4o-mini,0,0,0,0,0,0.0,530,4,667.2,8.2e-05,I don't know.,,0,0,0,0,0,0.0,566,4,651.3,8.7e-05,I don't know.,,0,0,0,0,0,0.0,590,4,528.1,9.1e-05,I don't know.,,0,0,0,0,0,0.0,630,4,677.8,9.7e-05,I don't know.,
What is the consequence of genetic alterations in the SDH4 gene associated with paragangliomas and pheochromocytomas?,PMC5818369_00006_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,454,4,501.1,7e-05,I don't know.,,0,0,0,0,0,0.0,467,4,579.7,7.2e-05,I don't know.,,0,0,0,0,0,0.0,515,4,523.9,8e-05,I don't know.,,0,0,0,0,0,0.0,532,4,3302.3,8.2e-05,I don't know.,
What is the cytokine induction value for p7-labeled in the 0.020 concentration condition?,PMC4983025_00006_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,570,4,559.8,8.8e-05,I don't know.,,0,0,0,0,0,0.0,595,4,544.9,9.2e-05,I don't know.,,0,0,0,0,0,0.0,639,4,930.6,9.8e-05,I don't know.,,0,0,0,0,0,0.0,668,4,1610.9,0.000103,I don't know.,
How many references are cited for studies on the West Asia (Middle East) region?,PMC4241528_00002_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,427,4,539.4,6.6e-05,I don't know.,,0,0,0,0,0,0.0,440,4,718.4,6.8e-05,I don't know.,,0,0,0,0,0,0.0,483,4,509.5,7.5e-05,I don't know.,,0,0,0,0,0,0.0,500,4,797.4,7.7e-05,I don't know.,
