question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
What is the T-max value for the R. parahippocampal gyrus in the SU > MJ region?,PMC3742334_00006_table1.png,figure,gpt4o,0,0,0,0,0,0.0,512,4,583.6,0.00132,I don't know.,,0,0,0,0,0,0.0,525,4,625.5,0.001352,I don't know.,,0,0,1,0,0,0.0,582,38,778.0,0.001835,I don't know. The provided text and image descriptions do not contain information about the T-max value for the R. parahippocampal gyrus in the SU > MJ region.,,0,0,0,0,0,0.0,599,4,920.3,0.001538,I don't know.,
What is the mean hemoglobin level (g/dL) in high-risk patients with a short interval follow-up?,PMC5993133_00005_table0.png,figure,gpt4o,0,0,0,0,0,0.0,499,4,1215.8,0.001288,I don't know.,,0,0,0,0,0,0.0,573,4,691.8,0.001473,I don't know.,,0,0,1,0,0,0.0,559,28,757.2,0.001678,I don't know. The provided text does not contain information about the mean hemoglobin level in high-risk patients with a short interval follow-up.,,0,0,1,0,0,0.0,637,32,778.8,0.001912,I don't know. The provided text context and knowledge-graph facts do not mention the mean hemoglobin level in high-risk patients with a short interval follow-up,
What is the mean number of drinking occasions for binge drinking intentions under the advertising condition?,PMC5467671_00004_table1.png,figure,gpt4o,0,1,1,0,0,0.0,438,22,755.1,0.001315,The mean number of drinking occasions for binge drinking intentions under the advertising condition is not provided in the given context.,,0,0,0,0,0,0.0,451,4,549.0,0.001168,I don't know.,,0,0,1,0,0,0.0,507,25,748.7,0.001517,I don't know. The provided text does not specify the mean number of drinking occasions for binge drinking intentions under the advertising condition.,,0,0,0,0,0,0.0,524,4,689.5,0.00135,I don't know.,
What is the frequency range in kHz displayed on the y-axis of this spectrogram?,PMC5968860_00018_figure0.png,figure,gpt4o,0,0,0,0,0,0.0,501,4,744.7,0.001293,I don't know.,,0,0,0,0,0,0.0,514,4,1165.0,0.001325,I don't know.,,0,0,0,0,0,0.0,552,4,5173.3,0.00142,I don't know.,,0,0,0,0,0,0.0,569,4,868.3,0.001462,I don't know.,
Which GSCA gene set shows the longest red bar extending furthest to the right?,PMC3630327_00013_figure0.png,figure,gpt4o,0,0,0,0,0,0.0,593,4,479.3,0.001522,I don't know.,,0,0,0,0,0,0.0,606,4,620.7,0.001555,I don't know.,,0,0,0,0,0,0.0,644,25,723.7,0.00186,I don't know. The provided text and image descriptions do not contain information about a GSCA gene set with a red bar.,,0,0,0,0,0,0.0,661,4,2048.1,0.001692,I don't know.,
What is the size responsible for drinking statements as a percentage of total display size in the Drinktomane group?,PMC5467671_00004_table0.png,figure,gpt4o,0,0,0,0,0,0.0,449,4,730.8,0.001162,I don't know.,,0,0,0,0,0,0.0,465,4,630.3,0.001203,I don't know.,,0,0,0,1,1,1.0,507,4,704.0,0.001308,I don't know.,,0,0,0,1,1,1.0,527,4,860.9,0.001358,I don't know.,
What is the approximate fold change in IL-17 expression in the BCM1 group compared to PBS control?,PMC5696500_00006_figure1.png,figure,gpt4o,0,0,0,0,0,0.0,506,4,565.1,0.001305,I don't know.,,0,0,0,0,0,0.0,519,4,582.6,0.001338,I don't know.,,0,0,1,0,0,0.0,582,33,1116.3,0.001785,I don't know. The provided text and image descriptions do not contain information about the fold change in IL-17 expression in the BCM1 group compared to PBS co,,0,0,0,0,0,0.0,599,4,620.7,0.001538,I don't know.,
What is the odds ratio for teeth with caries in the periodontic treatments group?,PMC5893663_00004_table0.png,figure,gpt4o,0,0,0,0,0,0.0,511,4,770.3,0.001318,I don't know.,,0,0,0,0,0,0.0,530,4,4264.0,0.001365,I don't know.,,0,0,1,1,1,1.0,557,39,959.2,0.001783,"I don't know. The provided text does not include specific odds ratios for teeth with caries in the periodontic treatments group, and the image description does ",,0,0,0,1,1,1.0,580,4,1223.9,0.00149,I don't know.,
What is the approximate median number of disease terms per gene for the HOMO category in the Distribution of HPO disease terms?,PMC4267152_00008_figure0.png,figure,gpt4o,0,0,0,0,0,0.0,455,4,539.6,0.001178,I don't know.,,0,0,0,0,0,0.0,468,4,687.1,0.00121,I don't know.,,0,0,1,1,1,1.0,527,46,1022.0,0.001778,I don't know. The text does not provide specific numerical values for the median number of disease terms per gene for the HOMO category in the Distribution of H,,0,0,0,1,1,1.0,544,4,995.2,0.0014,I don't know.,
At what wavelength does the 320nm excitation condition produce its peak emission intensity?,PMC4977338_00003_figure1.png,figure,gpt4o,0,0,0,0,0,0.0,434,4,749.4,0.001125,I don't know.,,0,0,0,0,0,0.0,451,4,583.6,0.001168,I don't know.,,0,0,0,1,1,1.0,493,4,635.5,0.001272,I don't know.,,0,0,0,1,1,1.0,514,4,639.1,0.001325,I don't know.,
Which genes are listed as being involved in negative regulation of the cell cycle?,PMC5392680_00002_table0.png,figure,gpt4o,0,0,0,0,0,0.0,509,4,675.2,0.001312,I don't know.,,0,0,0,0,0,0.0,522,19,800.6,0.001495,The provided context does not specify which genes are involved in the negative regulation of the cell cycle.,,0,0,1,0,0,0.0,568,22,2097.1,0.00164,I don't know. The provided text does not list specific genes involved in the negative regulation of the cell cycle.,,0,0,0,0,0,0.0,585,4,517.4,0.001502,I don't know.,
What is the Theta Mean (SD) value for electrode location F2?,PMC5548847_00004_table0.png,figure,gpt4o,0,0,0,0,0,0.0,483,4,519.2,0.001247,I don't know.,,0,0,0,0,0,0.0,496,4,603.7,0.00128,I don't know.,,0,0,0,1,1,1.0,534,4,837.7,0.001375,I don't know.,,0,0,0,1,1,1.0,551,4,805.4,0.001417,I don't know.,
What is the primer sequence for the RT primer targeting hsa-miR-423-5p?,PMC5725612_00002_table0.png,figure,gpt4o,0,0,0,0,0,0.0,405,4,610.3,0.001053,I don't know.,,0,0,0,0,0,0.0,418,4,572.6,0.001085,I don't know.,,0,0,1,1,1,1.0,457,32,1145.5,0.001463,I don't know. The provided text and image descriptions do not include the specific primer sequence for the RT primer targeting hsa-miR-423-5p.,,0,0,0,1,1,1.0,474,4,699.4,0.001225,I don't know.,
What is the serum HCV RNA value at the 0° timepoint in the follow-up measurement?,PMC2711258_00002_table0.png,figure,gpt4o,0,0,0,0,0,0.0,504,4,896.3,0.0013,I don't know.,,0,0,0,0,0,0.0,565,4,633.6,0.001452,I don't know.,,0,0,1,0,0,0.0,579,29,1126.1,0.001737,I don't know. The provided text does not mention the serum HCV RNA value at the 0° timepoint in the follow-up measurement.,,0,0,0,0,0,0.0,644,4,743.1,0.00165,I don't know.,
What is the mean value of Vmax (%) for lung tissue within 5 mm of the body surface in Plan A (5 mm clipped plan)?,PMC5439372_00003_table0.png,figure,gpt4o,0,0,0,0,0,0.0,576,4,606.5,0.00148,I don't know.,,0,0,0,0,0,0.0,589,4,589.6,0.001512,I don't know.,,0,0,1,0,0,0.0,648,42,1431.5,0.00204,I don't know. The provided text and image descriptions do not contain information about the mean value of Vmax (%) for lung tissue within 5 mm of the body surfa,,0,0,0,0,0,0.0,665,4,647.6,0.001703,I don't know.,
What is the curer type percentage for maternal family in Indonesia?,PMC4837485_00006_table0.png,figure,gpt4o,0,0,0,0,0,0.0,402,4,763.9,0.001045,I don't know.,,0,0,0,0,0,0.0,422,4,1083.2,0.001095,I don't know.,,0,0,1,0,0,0.0,456,27,755.7,0.00141,"I don't know. The provided text and image descriptions do not contain information about the ""curer type percentage for maternal family in Indonesia.""",,0,0,0,0,0,0.0,480,4,866.3,0.00124,I don't know.,
Which regions of China are indicated as having wolf habitat distribution according to the green shaded areas on the map?,PMC5499078_00001_figure0.png,figure,gpt4o,0,0,0,0,0,0.0,465,4,1030.6,0.001203,I don't know.,,0,0,0,0,0,0.0,478,4,644.3,0.001235,I don't know.,,0,1,1,0,0,0.0,538,25,856.9,0.001595,I don't know. The provided text and image descriptions do not mention wolf habitat distribution or any green shaded areas on a map.,,0,0,0,0,0,0.0,555,4,915.7,0.001427,I don't know.,
What is the approximate mean IL-6 level in pg/mL for the EU group at baseline?,PMC4045312_00006_figure1.png,figure,gpt4o,0,0,0,0,0,0.0,526,4,654.3,0.001355,I don't know.,,0,0,0,0,0,0.0,544,4,511.7,0.0014,I don't know.,,0,0,1,0,0,0.0,586,32,856.3,0.001785,I don't know. The provided text and image descriptions do not contain information about the mean IL-6 level in pg/mL for the EU group at baseline.,,0,0,0,0,0,0.0,608,4,630.6,0.00156,I don't know.,
What is the sample size (n) for males in the Zhuo et al.¹ study?,PMC5915863_00004_table0.png,figure,gpt4o,0,0,0,0,0,0.0,464,4,573.5,0.0012,I don't know.,,0,0,0,0,0,0.0,482,4,789.7,0.001245,I don't know.,,0,0,0,0,0,0.0,524,4,606.5,0.00135,I don't know.,,0,0,0,0,0,0.0,546,4,660.1,0.001405,I don't know.,
What is the percentage of samples in Pattern 20 that were found to be positive for virus in digestive organs?,PMC6024555_00005_table1.png,figure,gpt4o,0,0,0,0,0,0.0,514,4,812.4,0.001325,I don't know.,,0,0,0,0,0,0.0,545,4,898.3,0.001403,I don't know.,,0,0,1,0,0,0.0,566,36,2060.1,0.001775,"The provided text does not mention a ""Pattern 20"" or provide specific percentages related to virus positivity in digestive organs for such a pattern. Therefore,",,0,0,0,0,0,0.0,601,4,1165.6,0.001543,I don't know.,
What is the approximate fold change in TGF-β1 reporter activity when sorafenib concentration is increased from 0 μM to 10 μM?,PMC5052317_00005_figure0.png,figure,gpt4o,0,0,0,0,0,0.0,531,4,804.7,0.001368,I don't know.,,0,0,0,0,0,0.0,618,4,612.1,0.001585,I don't know.,,0,0,1,0,0,0.0,606,32,913.6,0.001835,I don't know. The provided text does not contain specific information about the fold change in TGF-β1 reporter activity with varying concentrations of sorafenib,,0,0,0,0,0,0.0,697,4,924.8,0.001783,I don't know.,
What is the mean Cd-Pb (nm) value for females in Group 1 (n = 66)?,PMC5995980_00002_table1.png,figure,gpt4o,0,0,0,0,0,0.0,530,4,1047.5,0.001365,I don't know.,,0,0,0,0,0,0.0,566,4,764.9,0.001455,I don't know.,,0,0,1,0,0,0.0,590,31,837.0,0.001785,I don't know. The provided text and image descriptions do not contain information about the mean Cd-Pb (nm) value for females in Group 1.,,0,0,0,0,0,0.0,630,4,799.0,0.001615,I don't know.,
What is the consequence of genetic alterations in the SDH4 gene associated with paragangliomas and pheochromocytomas?,PMC5818369_00006_table0.png,figure,gpt4o,0,0,0,0,0,0.0,454,4,653.6,0.001175,I don't know.,,0,0,0,0,0,0.0,467,4,1166.7,0.001208,I don't know.,,0,0,0,0,0,0.0,515,33,790.2,0.001618,I don't know. The provided text and image descriptions do not mention the SDH4 gene or its association with paragangliomas and pheochromocytomas.,,0,0,0,0,0,0.0,532,4,1344.4,0.00137,I don't know.,
What is the cytokine induction value for p7-labeled in the 0.020 concentration condition?,PMC4983025_00006_table0.png,figure,gpt4o,0,0,0,0,0,0.0,570,4,617.6,0.001465,I don't know.,,0,0,0,0,0,0.0,595,4,691.9,0.001528,I don't know.,,0,0,1,0,0,0.0,639,34,1139.0,0.001937,I don't know. The provided text and image descriptions do not contain information about the cytokine induction value for p7-labeled in the 0.020 concentration c,,0,0,0,0,0,0.0,668,4,635.8,0.00171,I don't know.,
How many references are cited for studies on the West Asia (Middle East) region?,PMC4241528_00002_table0.png,figure,gpt4o,0,0,0,0,0,0.0,427,4,738.9,0.001107,I don't know.,,0,0,0,0,0,0.0,440,4,596.9,0.00114,I don't know.,,0,0,1,0,0,0.0,483,32,851.7,0.001527,I don't know. The provided text and image descriptions do not contain information about the number of references cited for studies on the West Asia (Middle East,,0,0,0,0,0,0.0,500,4,1214.1,0.00129,I don't know.,
